Overall#,Team,Player,Seasons,GP,G,A,TP,PIM,Draft Year,link,playername,position,is_fwd,is_def,is_goalie
177,New Jersey Devils,Vili Sopanen (F),,,,,,,2007,https://www.eliteprospects.com/player/7571/vili-sopanen,Vili Sopanen ,F,1,0,0
178,Detroit Red Wings,Zack Torquato (F),,,,,,,2007,https://www.eliteprospects.com/player/11401/zack-torquato,Zack Torquato ,F,1,0,0
179,Buffalo Sabres,Paul Byron (F),13,521,98,110,208,139,2007,https://www.eliteprospects.com/player/15036/paul-byron,Paul Byron ,F,1,0,0
180,Washington Capitals,Justin Taylor (F),,,,,,,2007,https://www.eliteprospects.com/player/14011/justin-taylor,Justin Taylor ,F,1,0,0
181,Florida Panthers,Corey Syvret (D),,,,,,,2007,https://www.eliteprospects.com/player/11239/corey-syvret,Corey Syvret ,D,0,1,0
182,Philadelphia Flyers,Brad Phillips (G),,,,,,,2007,https://www.eliteprospects.com/player/12458/brad-phillips,Brad Phillips ,G,0,0,1
183,Tampa Bay Lightning,Torrie Jung (G),1,0,-,-,-,-,2007,https://www.eliteprospects.com/player/12541/torrie-jung,Torrie Jung ,G,0,0,1
184,Los Angeles Kings,Josh Kidd (D),,,,,,,2007,https://www.eliteprospects.com/player/13606/josh-kidd,Josh Kidd ,D,0,1,0
185,Washington Capitals,Nick Larson (F),,,,,,,2007,https://www.eliteprospects.com/player/18600/nick-larson,Nick Larson ,F,1,0,0
186,Calgary Flames,C.J. Severyn (F),,,,,,,2007,https://www.eliteprospects.com/player/11467/c.j.-severyn,C.J. Severyn ,F,1,0,0
187,Buffalo Sabres,Nick Eno (G),,,,,,,2007,https://www.eliteprospects.com/player/12555/nick-eno,Nick Eno ,G,0,0,1
188,Los Angeles Kings,Matt Fillier (F),,,,,,,2007,https://www.eliteprospects.com/player/12171/matt-fillier,Matt Fillier ,F,1,0,0
189,Boston Bruins,Jordan Knackstedt (F),,,,,,,2007,https://www.eliteprospects.com/player/11662/jordan-knackstedt,Jordan Knackstedt ,F,1,0,0
190,St. Louis Blues,Trevor Nill (F),,,,,,,2007,https://www.eliteprospects.com/player/12587/trevor-nill,Trevor Nill ,F,1,0,0
191,Florida Panthers,Ryan Watson (F),,,,,,,2007,https://www.eliteprospects.com/player/15035/ryan-watson,Ryan Watson ,F,1,0,0
192,Montréal Canadiens,Scott Kishel (D),,,,,,,2007,https://www.eliteprospects.com/player/14396/scott-kishel,Scott Kishel ,D,0,1,0
193,New York Rangers,Dávid Skokan (F),,,,,,,2007,https://www.eliteprospects.com/player/12542/david-skokan,Dávid Skokan ,F,1,0,0
194,Toronto Maple Leafs,Carl Gunnarsson (D),12,629,30,108,138,179,2007,https://www.eliteprospects.com/player/2621/carl-gunnarsson,Carl Gunnarsson ,D,0,1,0
195,Colorado Avalanche,Johan Alcén (F),,,,,,,2007,https://www.eliteprospects.com/player/3415/johan-alcen,Johan Alcén ,F,1,0,0
196,New York Islanders,Simon Lacroix (D),,,,,,,2007,https://www.eliteprospects.com/player/12556/simon-lacroix,Simon Lacroix ,D,0,1,0
197,Tampa Bay Lightning,Michael Ward (D),,,,,,,2007,https://www.eliteprospects.com/player/15034/michael-ward,Michael Ward ,D,0,1,0
198,New York Rangers,Danny Hobbs (F),,,,,,,2007,https://www.eliteprospects.com/player/14389/danny-hobbs,Danny Hobbs ,F,1,0,0
199,Washington Capitals,Andrew Glass (F),,,,,,,2007,https://www.eliteprospects.com/player/20907/andrew-glass,Andrew Glass ,F,1,0,0
200,Minnesota Wild,Carson McMillan (F),3,16,2,3,5,11,2007,https://www.eliteprospects.com/player/13595/carson-mcmillan,Carson McMillan ,F,1,0,0
201,San Jose Sharks,Justin Braun (D),13,816,34,163,197,315,2007,https://www.eliteprospects.com/player/15033/justin-braun,Justin Braun ,D,0,1,0
202,Florida Panthers,Sergei Gaiduchenko (G),,,,,,,2007,https://www.eliteprospects.com/player/14589/sergei-gaiduchenko,Sergei Gaiduchenko ,G,0,0,1
203,San Jose Sharks,Frazer McLaren (F),5,102,4,7,11,264,2007,https://www.eliteprospects.com/player/14501/frazer-mclaren,Frazer McLaren ,F,1,0,0
204,Nashville Predators,Atte Engren (G),,,,,,,2007,https://www.eliteprospects.com/player/8046/atte-engren,Atte Engren ,G,0,0,1
205,Atlanta Thrashers,Paul Postma (D),8,205,10,25,35,51,2007,https://www.eliteprospects.com/player/15032/paul-postma,Paul Postma ,D,0,1,0
206,Vancouver Canucks,Dan Gendur (F),,,,,,,2007,https://www.eliteprospects.com/player/13603/dan-gendur,Dan Gendur ,F,1,0,0
207,New Jersey Devils,Ryan Molle (D),,,,,,,2007,https://www.eliteprospects.com/player/13929/ryan-molle,Ryan Molle ,D,0,1,0
208,Detroit Red Wings,Bryan Rufenach (D),,,,,,,2007,https://www.eliteprospects.com/player/15031/bryan-rufenach,Bryan Rufenach ,D,0,1,0
209,Buffalo Sabres,Drew MacKenzie (D),,,,,,,2007,https://www.eliteprospects.com/player/14401/drew-mackenzie,Drew MacKenzie ,D,0,1,0
210,Tampa Bay Lightning,Justin Courtnall (F),,,,,,,2007,https://www.eliteprospects.com/player/12540/justin-courtnall,Justin Courtnall ,F,1,0,0
211,Columbus Blue Jackets,Trent Vogelhuber (F),,,,,,,2007,https://www.eliteprospects.com/player/14385/trent-vogelhuber,Trent Vogelhuber ,F,1,0,0
1,Tampa Bay Lightning,Steven Stamkos (F),15,948,495,509,1004,565,2008,https://www.eliteprospects.com/player/11113/steven-stamkos,Steven Stamkos ,F,1,0,0
2,Los Angeles Kings,Drew Doughty (D),15,1043,133,451,584,707,2008,https://www.eliteprospects.com/player/10430/drew-doughty,Drew Doughty ,D,0,1,0
3,Atlanta Thrashers,Zach Bogosian (D),15,745,56,152,208,677,2008,https://www.eliteprospects.com/player/14440/zach-bogosian,Zach Bogosian ,D,0,1,0
4,St. Louis Blues,Alex Pietrangelo (D),15,902,132,406,538,303,2008,https://www.eliteprospects.com/player/11317/alex-pietrangelo,Alex Pietrangelo ,D,0,1,0
5,Toronto Maple Leafs,Luke Schenn (D),15,890,40,137,177,724,2008,https://www.eliteprospects.com/player/11400/luke-schenn,Luke Schenn ,D,0,1,0
6,Columbus Blue Jackets,Nikita Filatov (F),4,53,6,8,14,20,2008,https://www.eliteprospects.com/player/11860/nikita-filatov,Nikita Filatov ,F,1,0,0
7,Nashville Predators,Colin Wilson (F),11,632,113,173,286,138,2008,https://www.eliteprospects.com/player/9325/colin-wilson,Colin Wilson ,F,1,0,0
8,Phoenix Coyotes,Mikkel Bødker (F),12,709,118,209,327,116,2008,https://www.eliteprospects.com/player/5996/mikkel-bodker,Mikkel Bødker ,F,1,0,0
9,New York Islanders,Josh Bailey (F),15,1016,180,383,563,241,2008,https://www.eliteprospects.com/player/14013/josh-bailey,Josh Bailey ,F,1,0,0
10,Vancouver Canucks,Cody Hodgson (F),6,328,64,78,142,68,2008,https://www.eliteprospects.com/player/11253/cody-hodgson,Cody Hodgson ,F,1,0,0
11,Chicago Blackhawks,Kyle Beach (F),,,,,,,2008,https://www.eliteprospects.com/player/11054/kyle-beach,Kyle Beach ,F,1,0,0
12,Buffalo Sabres,Tyler Myers (D),14,864,87,243,330,675,2008,https://www.eliteprospects.com/player/17521/tyler-myers,Tyler Myers ,D,0,1,0
13,Los Angeles Kings,Colten Teubert (D),1,24,0,1,1,25,2008,https://www.eliteprospects.com/player/13625/colten-teubert,Colten Teubert ,D,0,1,0
14,Carolina Hurricanes,Zach Boychuk (F),7,127,12,18,30,16,2008,https://www.eliteprospects.com/player/11057/zach-boychuk,Zach Boychuk ,F,1,0,0
15,Ottawa Senators,Erik Karlsson (D),14,867,164,531,695,394,2008,https://www.eliteprospects.com/player/9878/erik-karlsson,Erik Karlsson ,D,0,1,0
16,Boston Bruins,Joe Colborne (F),7,295,42,72,114,144,2008,https://www.eliteprospects.com/player/18593/joe-colborne,Joe Colborne ,F,1,0,0
17,Anaheim Ducks,Jake Gardiner (D),12,645,49,228,277,226,2008,https://www.eliteprospects.com/player/18592/jake-gardiner,Jake Gardiner ,D,0,1,0
18,Nashville Predators,Chet Pickard (G),1,0,-,-,-,-,2008,https://www.eliteprospects.com/player/11602/chet-pickard,Chet Pickard ,G,0,0,1
19,Philadelphia Flyers,Luca Sbisa (D),13,549,20,93,113,385,2008,https://www.eliteprospects.com/player/13946/luca-sbisa,Luca Sbisa ,D,0,1,0
20,New York Rangers,Michael Del Zotto (D),13,736,63,199,262,284,2008,https://www.eliteprospects.com/player/12112/michael-del-zotto,Michael Del Zotto ,D,0,1,0
21,Washington Capitals,Anton Gustafsson (D),,,,,,,2008,https://www.eliteprospects.com/player/6058/anton-gustafsson,Anton Gustafsson ,D,0,1,0
22,Edmonton Oilers,Jordan Eberle (F),13,883,268,349,617,210,2008,https://www.eliteprospects.com/player/11098/jordan-eberle,Jordan Eberle ,F,1,0,0
23,Minnesota Wild,Tyler Cuma (D),1,1,0,0,0,2,2008,https://www.eliteprospects.com/player/15385/tyler-cuma,Tyler Cuma ,D,0,1,0
24,New Jersey Devils,Mattias Tedenby (F),4,120,10,20,30,42,2008,https://www.eliteprospects.com/player/6013/mattias-tedenby,Mattias Tedenby ,F,1,0,0
25,Calgary Flames,Greg Nemisz (F),2,15,0,1,1,0,2008,https://www.eliteprospects.com/player/14359/greg-nemisz,Greg Nemisz ,F,1,0,0
26,Buffalo Sabres,Tyler Ennis (F),13,700,144,202,346,224,2008,https://www.eliteprospects.com/player/11667/tyler-ennis,Tyler Ennis ,F,1,0,0
27,Washington Capitals,John Carlson (D),14,909,140,469,609,292,2008,https://www.eliteprospects.com/player/18590/john-carlson,John Carlson ,D,0,1,0
28,Phoenix Coyotes,Viktor Tikhonov (F),2,111,11,11,22,40,2008,https://www.eliteprospects.com/player/15235/viktor-tikhonov,Viktor Tikhonov ,F,1,0,0
29,Atlanta Thrashers,Daultan Leveillé (F),,,,,,,2008,https://www.eliteprospects.com/player/18599/daultan-leveille,Daultan Leveillé ,F,1,0,0
30,Detroit Red Wings,Tom McCollum (G),4,3,-,-,-,-,2008,https://www.eliteprospects.com/player/11236/tom-mccollum,Tom McCollum ,G,0,0,1
31,Florida Panthers,Jacob Markström (G),13,395,-,-,-,-,2008,https://www.eliteprospects.com/player/9787/jacob-markstrom,Jacob Markström ,G,0,0,1
32,Los Angeles Kings,Vyacheslav Voynov (D),4,190,18,63,81,72,2008,https://www.eliteprospects.com/player/10627/vyacheslav-voynov,Vyacheslav Voynov ,D,0,1,0
33,St. Louis Blues,Philip McRae (F),1,15,1,2,3,2,2008,https://www.eliteprospects.com/player/13499/philip-mcrae,Philip McRae ,F,1,0,0
34,St. Louis Blues,Jake Allen (G),11,370,-,-,-,-,2008,https://www.eliteprospects.com/player/17522/jake-allen,Jake Allen ,G,0,0,1
35,Anaheim Ducks,Nicolas Deschamps (F),1,3,0,0,0,0,2008,https://www.eliteprospects.com/player/16713/nicolas-deschamps,Nicolas Deschamps ,F,1,0,0
36,New York Islanders,Corey Trivino (F),,,,,,,2008,https://www.eliteprospects.com/player/17517/corey-trivino,Corey Trivino ,F,1,0,0
37,Columbus Blue Jackets,Cody Goloubef (D),8,160,3,22,25,76,2008,https://www.eliteprospects.com/player/18594/cody-goloubef,Cody Goloubef ,D,0,1,0
38,Nashville Predators,Roman Josi (D),12,784,146,416,562,310,2008,https://www.eliteprospects.com/player/12668/roman-josi,Roman Josi ,D,0,1,0
39,Anaheim Ducks,Eric O'Dell (F),2,41,3,5,8,29,2008,https://www.eliteprospects.com/player/17515/eric-o-dell,Eric O'Dell ,F,1,0,0
40,New York Islanders,Aaron Ness (D),7,72,1,6,7,22,2008,https://www.eliteprospects.com/player/17497/aaron-ness,Aaron Ness ,D,0,1,0
41,Vancouver Canucks,Yann Sauvé (D),2,8,0,0,0,0,2008,https://www.eliteprospects.com/player/11318/yann-sauve,Yann Sauvé ,D,0,1,0
42,Ottawa Senators,Patrick Wiercioch (D),6,268,16,58,74,138,2008,https://www.eliteprospects.com/player/15528/patrick-wiercioch,Patrick Wiercioch ,D,0,1,0
43,Anaheim Ducks,Justin Schultz (D),11,627,60,220,280,154,2008,https://www.eliteprospects.com/player/18241/justin-schultz,Justin Schultz ,D,0,1,0
44,Buffalo Sabres,Luke Adam (F),5,90,15,11,26,36,2008,https://www.eliteprospects.com/player/13785/luke-adam,Luke Adam ,F,1,0,0
45,Carolina Hurricanes,Zac Dalpe (F),12,156,15,14,29,38,2008,https://www.eliteprospects.com/player/18240/zac-dalpe,Zac Dalpe ,F,1,0,0
46,Florida Panthers,Colby Robak (D),4,47,0,4,4,25,2008,https://www.eliteprospects.com/player/17518/colby-robak,Colby Robak ,D,0,1,0
47,Boston Bruins,Maxime Sauvé (F),1,1,0,0,0,0,2008,https://www.eliteprospects.com/player/17514/maxime-sauve,Maxime Sauvé ,F,1,0,0
48,Calgary Flames,Mitch Wahl (F),,,,,,,2008,https://www.eliteprospects.com/player/11102/mitch-wahl,Mitch Wahl ,F,1,0,0
49,Phoenix Coyotes,Jared Staal (F),1,2,0,0,0,2,2008,https://www.eliteprospects.com/player/10158/jared-staal,Jared Staal ,F,1,0,0
50,Colorado Avalanche,Cameron Gaunce (D),5,37,3,6,9,47,2008,https://www.eliteprospects.com/player/16591/cameron-gaunce,Cameron Gaunce ,D,0,1,0
51,New York Rangers,Derek Stepan (F),13,840,177,328,505,212,2008,https://www.eliteprospects.com/player/19040/derek-stepan,Derek Stepan ,F,1,0,0
52,New Jersey Devils,Brandon Burlon (D),,,,,,,2008,https://www.eliteprospects.com/player/18597/brandon-burlon,Brandon Burlon ,D,0,1,0
53,New York Islanders,Travis Hamonic (D),13,744,47,166,213,670,2008,https://www.eliteprospects.com/player/17519/travis-hamonic,Travis Hamonic ,D,0,1,0
54,New Jersey Devils,Patrice Cormier (F),6,49,1,4,5,18,2008,https://www.eliteprospects.com/player/19042/patrice-cormier,Patrice Cormier ,F,1,0,0
55,Minnesota Wild,Marco Scandella (D),13,699,48,112,160,273,2008,https://www.eliteprospects.com/player/17520/marco-scandella,Marco Scandella ,D,0,1,0
56,Montréal Canadiens,Danny Kristo (F),,,,,,,2008,https://www.eliteprospects.com/player/17504/danny-kristo,Danny Kristo ,F,1,0,0
57,Washington Capitals,Eric Mestery (D),,,,,,,2008,https://www.eliteprospects.com/player/19041/eric-mestery,Eric Mestery ,D,0,1,0
58,Washington Capitals,Dmitri Kugryshev (F),,,,,,,2008,https://www.eliteprospects.com/player/11865/dmitri-kugryshev,Dmitri Kugryshev ,F,1,0,0
59,Dallas Stars,Tyler Beskorowany (G),,,,,,,2008,https://www.eliteprospects.com/player/15386/tyler-beskorowany,Tyler Beskorowany ,G,0,0,1
60,Toronto Maple Leafs,Jimmy Hayes (F),7,334,54,55,109,149,2008,https://www.eliteprospects.com/player/11463/jimmy-hayes,Jimmy Hayes ,F,1,0,0
61,Colorado Avalanche,Peter Delmas (G),,,,,,,2008,https://www.eliteprospects.com/player/15627/peter-delmas,Peter Delmas ,G,0,0,1
62,San Jose Sharks,Justin Daniels (F),,,,,,,2008,https://www.eliteprospects.com/player/19060/justin-daniels,Justin Daniels ,F,1,0,0
63,Los Angeles Kings,Robbie Czarnik (F),,,,,,,2008,https://www.eliteprospects.com/player/17501/robbie-czarnik,Robbie Czarnik ,F,1,0,0
64,Atlanta Thrashers,Danick Paquette (F),,,,,,,2008,https://www.eliteprospects.com/player/12401/danick-paquette,Danick Paquette ,F,1,0,0
65,St. Louis Blues,Jori Lehterä (F),5,307,34,77,111,167,2008,https://www.eliteprospects.com/player/8042/jori-lehtera,Jori Lehterä ,F,1,0,0
66,New York Islanders,David Toews (F),,,,,,,2008,https://www.eliteprospects.com/player/15018/david-toews,David Toews ,F,1,0,0
67,Philadelphia Flyers,Marc-André Bourdon (D),1,45,4,3,7,52,2008,https://www.eliteprospects.com/player/19078/marc-andre-bourdon,Marc-André Bourdon ,D,0,1,0
68,Chicago Blackhawks,Shawn Lalonde (D),1,1,0,0,0,0,2008,https://www.eliteprospects.com/player/11246/shawn-lalonde,Shawn Lalonde ,D,0,1,0
69,Phoenix Coyotes,Michael Stone (D),12,520,37,103,140,282,2008,https://www.eliteprospects.com/player/11708/michael-stone,Michael Stone ,D,0,1,0
70,St. Louis Blues,James Livingston (F),,,,,,,2008,https://www.eliteprospects.com/player/14091/james-livingston,James Livingston ,F,1,0,0
71,Anaheim Ducks,Josh Brittain (F),,,,,,,2008,https://www.eliteprospects.com/player/15705/josh-brittain,Josh Brittain ,F,1,0,0
72,New York Islanders,Jyri Niemi (D),,,,,,,2008,https://www.eliteprospects.com/player/12570/jyri-niemi,Jyri Niemi ,D,0,1,0
73,New York Islanders,Kirill Petrov (F),,,,,,,2008,https://www.eliteprospects.com/player/11870/kirill-petrov,Kirill Petrov ,F,1,0,0
74,Los Angeles Kings,Andrew Campbell (D),3,42,0,2,2,12,2008,https://www.eliteprospects.com/player/19222/andrew-campbell,Andrew Campbell ,D,0,1,0
75,New York Rangers,Yevgeni Grachyov (F),2,34,1,3,4,2,2008,https://www.eliteprospects.com/player/16752/yevgeni-grachyov,Yevgeni Grachyov ,F,1,0,0
76,Phoenix Coyotes,Mathieu Brodeur (D),,,,,,,2008,https://www.eliteprospects.com/player/19045/mathieu-brodeur,Mathieu Brodeur ,D,0,1,0
77,Boston Bruins,Michael Hutchinson (G),10,137,-,-,-,-,2008,https://www.eliteprospects.com/player/14727/michael-hutchinson,Michael Hutchinson ,G,0,0,1
78,Calgary Flames,Lance Bouma (F),7,357,30,46,76,210,2008,https://www.eliteprospects.com/player/16499/lance-bouma,Lance Bouma ,F,1,0,0
79,Ottawa Senators,Zack Smith (F),13,662,98,106,204,722,2008,https://www.eliteprospects.com/player/14495/zack-smith,Zack Smith ,F,1,0,0
80,Florida Panthers,Adam Comrie (D),,,,,,,2008,https://www.eliteprospects.com/player/18598/adam-comrie,Adam Comrie ,D,0,1,0
81,Buffalo Sabres,Corey Fienhage (D),,,,,,,2008,https://www.eliteprospects.com/player/18596/corey-fienhage,Corey Fienhage ,D,0,1,0
82,New Jersey Devils,Adam Henrique (F),13,794,225,230,455,239,2008,https://www.eliteprospects.com/player/19043/adam-henrique,Adam Henrique ,F,1,0,0
83,Anaheim Ducks,Marco Cousineau (G),,,,,,,2008,https://www.eliteprospects.com/player/15620/marco-cousineau,Marco Cousineau ,G,0,0,1
84,Philadelphia Flyers,Jacob DeSerres (G),,,,,,,2008,https://www.eliteprospects.com/player/11621/jacob-deserres,Jacob DeSerres ,G,0,0,1
85,Anaheim Ducks,Brandon McMillan (F),5,171,14,22,36,60,2008,https://www.eliteprospects.com/player/14741/brandon-mcmillan,Brandon McMillan ,F,1,0,0
86,Montréal Canadiens,Steve Quailer (F),,,,,,,2008,https://www.eliteprospects.com/player/15531/steve-quailer,Steve Quailer ,F,1,0,0
87,St. Louis Blues,Ian Schultz (F),,,,,,,2008,https://www.eliteprospects.com/player/19054/ian-schultz,Ian Schultz ,F,1,0,0
88,Los Angeles Kings,Geordie Wudrick (F),,,,,,,2008,https://www.eliteprospects.com/player/19047/geordie-wudrick,Geordie Wudrick ,F,1,0,0
89,Dallas Stars,Scott Winkler (F),,,,,,,2008,https://www.eliteprospects.com/player/18120/scott-winkler,Scott Winkler ,F,1,0,0
90,New York Rangers,Tomas Kundratek (D),2,30,1,6,7,10,2008,https://www.eliteprospects.com/player/13651/tomas-kundratek,Tomas Kundratek ,D,0,1,0
91,Detroit Red Wings,Max Nicastro (D),,,,,,,2008,https://www.eliteprospects.com/player/15519/max-nicastro,Max Nicastro ,D,0,1,0
92,San Jose Sharks,Samuel Groulx (D),,,,,,,2008,https://www.eliteprospects.com/player/19048/samuel-groulx,Samuel Groulx ,D,0,1,0
93,Washington Capitals,Braden Holtby (G),12,513,-,-,-,-,2008,https://www.eliteprospects.com/player/11394/braden-holtby,Braden Holtby ,G,0,0,1
94,Atlanta Thrashers,Vinny Saponari (F),,,,,,,2008,https://www.eliteprospects.com/player/11465/vinny-saponari,Vinny Saponari ,F,1,0,0
95,St. Louis Blues,David Warsofsky (D),5,55,2,9,11,8,2008,https://www.eliteprospects.com/player/17499/david-warsofsky,David Warsofsky ,D,0,1,0
96,New York Islanders,Matt Donovan (D),4,69,2,18,20,28,2008,https://www.eliteprospects.com/player/14126/matt-donovan,Matt Donovan ,D,0,1,0
97,Boston Bruins,Jamie Arniel (F),1,1,0,0,0,0,2008,https://www.eliteprospects.com/player/11388/jamie-arniel,Jamie Arniel ,F,1,0,0
98,Toronto Maple Leafs,Mikhail Stefanovich (F),,,,,,,2008,https://www.eliteprospects.com/player/9289/mikhail-stefanovich,Mikhail Stefanovich ,F,1,0,0
99,Phoenix Coyotes,Colin Long (F),,,,,,,2008,https://www.eliteprospects.com/player/14504/colin-long,Colin Long ,F,1,0,0
100,Florida Panthers,A.J. Jenks (F),,,,,,,2008,https://www.eliteprospects.com/player/14643/a.j.-jenks,A.J. Jenks ,F,1,0,0
101,Buffalo Sabres,Justin Jokinen (F),,,,,,,2008,https://www.eliteprospects.com/player/18851/justin-jokinen,Justin Jokinen ,F,1,0,0
102,New York Islanders,David Ullström (F),2,49,6,7,13,12,2008,https://www.eliteprospects.com/player/6913/david-ullstrom,David Ullström ,F,1,0,0
103,Edmonton Oilers,Johan Motin (D),1,1,0,0,0,0,2008,https://www.eliteprospects.com/player/6953/johan-motin,Johan Motin ,D,0,1,0
104,Buffalo Sabres,Jordon Southorn (D),,,,,,,2008,https://www.eliteprospects.com/player/19076/jordon-southorn,Jordon Southorn ,D,0,1,0
105,Carolina Hurricanes,Michal Jordán (D),3,79,3,4,7,18,2008,https://www.eliteprospects.com/player/12567/michal-jordan,Michal Jordán ,D,0,1,0
106,San Jose Sharks,Harri Säteri (G),4,15,-,-,-,-,2008,https://www.eliteprospects.com/player/11181/harri-sateri,Harri Säteri ,G,0,0,1
107,Columbus Blue Jackets,Steven Delisle (D),,,,,,,2008,https://www.eliteprospects.com/player/19181/steven-delisle,Steven Delisle ,D,0,1,0
108,Calgary Flames,Nick Larson (F),,,,,,,2008,https://www.eliteprospects.com/player/14399/nick-larson,Nick Larson ,F,1,0,0
109,Ottawa Senators,André Petersson (F),1,1,0,0,0,0,2008,https://www.eliteprospects.com/player/7039/andre-petersson,André Petersson ,F,1,0,0
110,Colorado Avalanche,Kelsey Tessier (F),,,,,,,2008,https://www.eliteprospects.com/player/13497/kelsey-tessier,Kelsey Tessier ,F,1,0,0
111,New York Rangers,Dale Weise (F),10,513,55,70,125,355,2008,https://www.eliteprospects.com/player/15727/dale-weise,Dale Weise ,F,1,0,0
112,New Jersey Devils,Matt Delahey (D),,,,,,,2008,https://www.eliteprospects.com/player/19044/matt-delahey,Matt Delahey ,D,0,1,0
113,Anaheim Ducks,Ryan Hegarty (D),,,,,,,2008,https://www.eliteprospects.com/player/17494/ryan-hegarty,Ryan Hegarty ,D,0,1,0
114,Calgary Flames,T.J. Brodie (D),13,788,53,258,311,244,2008,https://www.eliteprospects.com/player/19170/t.j.-brodie,T.J. Brodie ,D,0,1,0
115,Minnesota Wild,Sean Lorenz (D),,,,,,,2008,https://www.eliteprospects.com/player/17496/sean-lorenz,Sean Lorenz ,D,0,1,0
116,Montréal Canadiens,Jason Missiaen (G),1,0,-,-,-,-,2008,https://www.eliteprospects.com/player/14439/jason-missiaen,Jason Missiaen ,G,0,0,1
117,Tampa Bay Lightning,James Wright (F),4,146,4,8,12,64,2008,https://www.eliteprospects.com/player/18595/james-wright,James Wright ,F,1,0,0
118,Columbus Blue Jackets,Drew Olson (D),,,,,,,2008,https://www.eliteprospects.com/player/19062/drew-olson,Drew Olson ,D,0,1,0
