Overall#,Team,Player,Seasons,GP,G,A,TP,PIM,Draft Year,link,playername,position,is_fwd,is_def,is_goalie
174,Pittsburgh Penguins,Josh Archibald (F),8,268,43,34,77,118,2011,https://www.eliteprospects.com/player/122788/josh-archibald,Josh Archibald ,F,1,0,0
175,Detroit Red Wings,Richard Nedomlel (D),,,,,,,2011,https://www.eliteprospects.com/player/79399/richard-nedomlel,Richard Nedomlel ,D,0,1,0
176,Philadelphia Flyers,Petr Placek (F),,,,,,,2011,https://www.eliteprospects.com/player/75049/petr-placek,Petr Placek ,F,1,0,0
177,Washington Capitals,Travis Boyd (F),6,222,32,54,86,58,2011,https://www.eliteprospects.com/player/38621/travis-boyd,Travis Boyd ,F,1,0,0
178,Tampa Bay Lightning,Adam Wilcox (G),2,1,-,-,-,-,2011,https://www.eliteprospects.com/player/75058/adam-wilcox,Adam Wilcox ,G,0,0,1
179,San Jose Sharks,Dylan DeMelo (D),8,418,8,84,92,185,2011,https://www.eliteprospects.com/player/45603/dylan-demelo,Dylan DeMelo ,D,0,1,0
180,Vancouver Canucks,Pathrik Westerholm (F),,,,,,,2011,https://www.eliteprospects.com/player/13146/pathrik-westerholm,Pathrik Westerholm ,F,1,0,0
181,Boston Bruins,Lars Volden (G),,,,,,,2011,https://www.eliteprospects.com/player/34854/lars-volden,Lars Volden ,G,0,0,1
182,Edmonton Oilers,Frans Tuohimaa (G),,,,,,,2011,https://www.eliteprospects.com/player/16434/frans-tuohimaa,Frans Tuohimaa ,G,0,0,1
183,Colorado Avalanche,Dillon Donnelly (D),,,,,,,2011,https://www.eliteprospects.com/player/45161/dillon-donnelly,Dillon Donnelly ,D,0,1,0
184,Florida Panthers,Iiro Pakarinen (F),4,134,10,13,23,18,2011,https://www.eliteprospects.com/player/30857/iiro-pakarinen,Iiro Pakarinen ,F,1,0,0
185,New York Islanders,Mitch Theoret (F),,,,,,,2011,https://www.eliteprospects.com/player/45635/mitch-theoret,Mitch Theoret ,F,1,0,0
186,Ottawa Senators,Jordan Fransoo (D),,,,,,,2011,https://www.eliteprospects.com/player/56582/jordan-fransoo,Jordan Fransoo ,D,0,1,0
187,Winnipeg Jets,Aaron Harstad (D),,,,,,,2011,https://www.eliteprospects.com/player/37787/aaron-harstad,Aaron Harstad ,D,0,1,0
188,Columbus Blue Jackets,Anton Forsberg (G),8,117,-,-,-,-,2011,https://www.eliteprospects.com/player/15830/anton-forsberg,Anton Forsberg ,G,0,0,1
189,New Jersey Devils,Patrick Daly (D),,,,,,,2011,https://www.eliteprospects.com/player/131134/patrick-daly,Patrick Daly ,D,0,1,0
190,Toronto Maple Leafs,Garret Sparks (G),6,40,-,-,-,-,2011,https://www.eliteprospects.com/player/91267/garret-sparks,Garret Sparks ,G,0,0,1
191,Minnesota Wild,Tyler Graovac (F),6,84,12,3,15,20,2011,https://www.eliteprospects.com/player/45582/tyler-graovac,Tyler Graovac ,F,1,0,0
192,St. Louis Blues,Teemu Eronen (D),,,,,,,2011,https://www.eliteprospects.com/player/17284/teemu-eronen,Teemu Eronen ,D,0,1,0
193,Carolina Hurricanes,Brody Sutter (F),2,12,0,0,0,0,2011,https://www.eliteprospects.com/player/29016/brody-sutter,Brody Sutter ,F,1,0,0
194,San Jose Sharks,Colin Blackwell (F),5,160,25,30,55,43,2011,https://www.eliteprospects.com/player/128394/colin-blackwell,Colin Blackwell ,F,1,0,0
195,Dallas Stars,Jyrki Jokipakka (D),3,150,3,25,28,34,2011,https://www.eliteprospects.com/player/25488/jyrki-jokipakka,Jyrki Jokipakka ,D,0,1,0
196,Phoenix Coyotes,Zac Larraza (F),,,,,,,2011,https://www.eliteprospects.com/player/38623/zac-larraza,Zac Larraza ,F,1,0,0
197,Buffalo Sabres,Brad Navin (F),,,,,,,2011,https://www.eliteprospects.com/player/128391/brad-navin,Brad Navin ,F,1,0,0
198,Montréal Canadiens,Colin Sullivan (D),,,,,,,2011,https://www.eliteprospects.com/player/75063/colin-sullivan,Colin Sullivan ,D,0,1,0
199,Chicago Blackhawks,Alex Broadhurst (F),1,2,0,0,0,2,2011,https://www.eliteprospects.com/player/90896/alex-broadhurst,Alex Broadhurst ,F,1,0,0
200,Los Angeles Kings,Michael Schumacher (F),,,,,,,2011,https://www.eliteprospects.com/player/22270/michael-schumacher,Michael Schumacher ,F,1,0,0
201,Tampa Bay Lightning,Matthew Peca (F),6,83,6,15,21,6,2011,https://www.eliteprospects.com/player/78295/matthew-peca,Matthew Peca ,F,1,0,0
202,Nashville Predators,Brent Andrews (F),,,,,,,2011,https://www.eliteprospects.com/player/45143/brent-andrews,Brent Andrews ,F,1,0,0
203,Toronto Maple Leafs,Max Everson (D),,,,,,,2011,https://www.eliteprospects.com/player/94244/max-everson,Max Everson ,D,0,1,0
204,Ottawa Senators,Ryan Dzingel (F),7,404,87,101,188,191,2011,https://www.eliteprospects.com/player/49315/ryan-dzingel,Ryan Dzingel ,F,1,0,0
205,Detroit Red Wings,Alexei Marchenko (D),4,121,4,17,21,26,2011,https://www.eliteprospects.com/player/40249/alexei-marchenko,Alexei Marchenko ,D,0,1,0
206,Philadelphia Flyers,Derek Mathers (F),,,,,,,2011,https://www.eliteprospects.com/player/75894/derek-mathers,Derek Mathers ,F,1,0,0
207,Washington Capitals,Garrett Haar (D),,,,,,,2011,https://www.eliteprospects.com/player/75060/garrett-haar,Garrett Haar ,D,0,1,0
208,Tampa Bay Lightning,Ondrej Palat (F),11,634,146,280,426,197,2011,https://www.eliteprospects.com/player/18097/ondrej-palat,Ondrej Palat ,F,1,0,0
209,Pittsburgh Penguins,Scott Wilson (F),6,193,20,31,51,58,2011,https://www.eliteprospects.com/player/62534/scott-wilson,Scott Wilson ,F,1,0,0
210,Vancouver Canucks,Henrik Tömmernes (D),,,,,,,2011,https://www.eliteprospects.com/player/10018/henrik-tommernes,Henrik Tömmernes ,D,0,1,0
211,Chicago Blackhawks,Johan Mattsson (G),,,,,,,2011,https://www.eliteprospects.com/player/20050/johan-mattsson,Johan Mattsson ,G,0,0,1
1,Edmonton Oilers,Nail Yakupov (F),6,350,62,74,136,142,2012,https://www.eliteprospects.com/player/21228/nail-yakupov,Nail Yakupov ,F,1,0,0
2,Columbus Blue Jackets,Ryan Murray (D),10,445,15,116,131,118,2012,https://www.eliteprospects.com/player/41768/ryan-murray,Ryan Murray ,D,0,1,0
3,Montréal Canadiens,Alex Galchenyuk (F),11,647,146,208,354,257,2012,https://www.eliteprospects.com/player/74611/alex-galchenyuk,Alex Galchenyuk ,F,1,0,0
4,New York Islanders,Griffin Reinhart (D),3,37,0,2,2,26,2012,https://www.eliteprospects.com/player/41183/griffin-reinhart,Griffin Reinhart ,D,0,1,0
5,Toronto Maple Leafs,Morgan Rielly (D),10,674,69,320,389,188,2012,https://www.eliteprospects.com/player/41184/morgan-rielly,Morgan Rielly ,D,0,1,0
6,Anaheim Ducks,Hampus Lindholm (D),10,617,61,185,246,338,2012,https://www.eliteprospects.com/player/34882/hampus-lindholm,Hampus Lindholm ,D,0,1,0
7,Minnesota Wild,Matt Dumba (D),10,544,77,153,230,343,2012,https://www.eliteprospects.com/player/53542/matt-dumba,Matt Dumba ,D,0,1,0
8,Pittsburgh Penguins,Derrick Pouliot (D),7,213,8,44,52,85,2012,https://www.eliteprospects.com/player/59741/derrick-pouliot,Derrick Pouliot ,D,0,1,0
9,Winnipeg Jets,Jacob Trouba (D),10,625,62,203,265,503,2012,https://www.eliteprospects.com/player/90349/jacob-trouba,Jacob Trouba ,D,0,1,0
10,Tampa Bay Lightning,Slater Koekkoek (D),8,186,8,26,34,104,2012,https://www.eliteprospects.com/player/84723/slater-koekkoek,Slater Koekkoek ,D,0,1,0
11,Washington Capitals,Filip Forsberg (F),11,590,228,264,492,242,2012,https://www.eliteprospects.com/player/29626/filip-forsberg,Filip Forsberg ,F,1,0,0
12,Buffalo Sabres,Mikhail Grigorenko (F),6,249,26,50,76,36,2012,https://www.eliteprospects.com/player/42435/mikhail-grigorenko,Mikhail Grigorenko ,F,1,0,0
13,Dallas Stars,Radek Faksa (F),8,510,74,93,167,312,2012,https://www.eliteprospects.com/player/98300/radek-faksa,Radek Faksa ,F,1,0,0
14,Buffalo Sabres,Zemgus Girgensons (F),10,570,74,88,162,165,2012,https://www.eliteprospects.com/player/59843/zemgus-girgensons,Zemgus Girgensons ,F,1,0,0
15,Ottawa Senators,Cody Ceci (D),10,654,43,132,175,140,2012,https://www.eliteprospects.com/player/45584/cody-ceci,Cody Ceci ,D,0,1,0
16,Washington Capitals,Tom Wilson (F),11,647,115,158,273,1221,2012,https://www.eliteprospects.com/player/98663/tom-wilson,Tom Wilson ,F,1,0,0
17,San Jose Sharks,Tomas Hertl (F),10,614,190,224,414,200,2012,https://www.eliteprospects.com/player/56038/tomas-hertl,Tomas Hertl ,F,1,0,0
18,Chicago Blackhawks,Teuvo Teräväinen (F),10,542,118,258,376,102,2012,https://www.eliteprospects.com/player/44567/teuvo-teravainen,Teuvo Teräväinen ,F,1,0,0
19,Tampa Bay Lightning,Andrei Vasilevsky (G),9,384,-,-,-,-,2012,https://www.eliteprospects.com/player/70424/andrei-vasilevsky,Andrei Vasilevsky ,G,0,0,1
20,Philadelphia Flyers,Scott Laughton (F),10,464,67,98,165,256,2012,https://www.eliteprospects.com/player/76690/scott-laughton,Scott Laughton ,F,1,0,0
21,Calgary Flames,Mark Jankowski (F),7,284,45,39,84,73,2012,https://www.eliteprospects.com/player/146518/mark-jankowski,Mark Jankowski ,F,1,0,0
22,Pittsburgh Penguins,Olli Määttä (D),10,559,32,114,146,138,2012,https://www.eliteprospects.com/player/43543/olli-maatta,Olli Määttä ,D,0,1,0
23,Florida Panthers,Mike Matheson (D),8,426,50,94,144,228,2012,https://www.eliteprospects.com/player/76333/mike-matheson,Mike Matheson ,D,0,1,0
24,Boston Bruins,Malcolm Subban (G),8,86,-,-,-,-,2012,https://www.eliteprospects.com/player/59221/malcolm-subban,Malcolm Subban ,G,0,0,1
25,St. Louis Blues,Jordan Schmaltz (D),3,42,0,5,5,12,2012,https://www.eliteprospects.com/player/50291/jordan-schmaltz,Jordan Schmaltz ,D,0,1,0
26,Vancouver Canucks,Brendan Gaunce (F),7,153,11,13,24,61,2012,https://www.eliteprospects.com/player/76290/brendan-gaunce,Brendan Gaunce ,F,1,0,0
27,Phoenix Coyotes,Henrik Samuelsson (F),1,3,0,0,0,2,2012,https://www.eliteprospects.com/player/33217/henrik-samuelsson,Henrik Samuelsson ,F,1,0,0
28,New York Rangers,Brady Skjei (D),8,474,41,130,171,260,2012,https://www.eliteprospects.com/player/90352/brady-skjei,Brady Skjei ,D,0,1,0
29,New Jersey Devils,Stefan Matteau (F),7,92,6,5,11,41,2012,https://www.eliteprospects.com/player/77561/stefan-matteau,Stefan Matteau ,F,1,0,0
30,Los Angeles Kings,Tanner Pearson (F),11,590,133,139,272,209,2012,https://www.eliteprospects.com/player/75951/tanner-pearson,Tanner Pearson ,F,1,0,0
31,Columbus Blue Jackets,Oscar Dansk (G),4,6,-,-,-,-,2012,https://www.eliteprospects.com/player/42373/oscar-dansk,Oscar Dansk ,G,0,0,1
32,Edmonton Oilers,Mitch Moroz (F),,,,,,,2012,https://www.eliteprospects.com/player/48462/mitch-moroz,Mitch Moroz ,F,1,0,0
33,Montréal Canadiens,Sebastian Collberg (F),,,,,,,2012,https://www.eliteprospects.com/player/16836/sebastian-collberg,Sebastian Collberg ,F,1,0,0
34,New York Islanders,Ville Pokka (D),,,,,,,2012,https://www.eliteprospects.com/player/45222/ville-pokka,Ville Pokka ,D,0,1,0
35,Toronto Maple Leafs,Matt Finn (D),,,,,,,2012,https://www.eliteprospects.com/player/82316/matt-finn,Matt Finn ,D,0,1,0
36,Anaheim Ducks,Nic Kerdiles (F),2,3,0,0,0,0,2012,https://www.eliteprospects.com/player/90347/nic-kerdiles,Nic Kerdiles ,F,1,0,0
37,Nashville Predators,Pontus Åberg (F),5,132,17,27,44,34,2012,https://www.eliteprospects.com/player/16835/pontus-aberg,Pontus Åberg ,F,1,0,0
38,Carolina Hurricanes,Phil Di Giuseppe (F),6,201,16,37,53,73,2012,https://www.eliteprospects.com/player/62746/phil-di-giuseppe,Phil Di Giuseppe ,F,1,0,0
39,Winnipeg Jets,Lukas Sutter (F),,,,,,,2012,https://www.eliteprospects.com/player/48665/lukas-sutter,Lukas Sutter ,F,1,0,0
40,Tampa Bay Lightning,Dylan Blujus (D),,,,,,,2012,https://www.eliteprospects.com/player/88064/dylan-blujus,Dylan Blujus ,D,0,1,0
41,Colorado Avalanche,Mitchell Heard (F),,,,,,,2012,https://www.eliteprospects.com/player/45566/mitchell-heard,Mitchell Heard ,F,1,0,0
42,Calgary Flames,Patrick Sieloff (D),2,2,2,0,2,2,2012,https://www.eliteprospects.com/player/94254/patrick-sieloff,Patrick Sieloff ,D,0,1,0
43,Dallas Stars,Ludwig Byström (D),,,,,,,2012,https://www.eliteprospects.com/player/27493/ludwig-bystrom,Ludwig Byström ,D,0,1,0
44,Buffalo Sabres,Jake McCabe (D),10,450,23,84,107,246,2012,https://www.eliteprospects.com/player/45419/jake-mccabe,Jake McCabe ,D,0,1,0
45,Philadelphia Flyers,Anthony Stolarz (G),8,74,-,-,-,-,2012,https://www.eliteprospects.com/player/131368/anthony-stolarz,Anthony Stolarz ,G,0,0,1
46,Minnesota Wild,Raphaël Bussières (F),,,,,,,2012,https://www.eliteprospects.com/player/45156/raphael-bussieres,Raphaël Bussières ,F,1,0,0
47,Carolina Hurricanes,Brock McGinn (F),8,435,70,69,139,101,2012,https://www.eliteprospects.com/player/76486/brock-mcginn,Brock McGinn ,F,1,0,0
48,Chicago Blackhawks,Dillon Fournier (D),,,,,,,2012,https://www.eliteprospects.com/player/76329/dillon-fournier,Dillon Fournier ,D,0,1,0
49,Detroit Red Wings,Martin Frk (F),6,124,20,21,41,24,2012,https://www.eliteprospects.com/player/56033/martin-frk,Martin Frk ,F,1,0,0
50,Nashville Predators,Colton Sissons (F),9,479,64,78,142,163,2012,https://www.eliteprospects.com/player/48393/colton-sissons,Colton Sissons ,F,1,0,0
51,Montréal Canadiens,Dalton Thrower (D),,,,,,,2012,https://www.eliteprospects.com/player/45529/dalton-thrower,Dalton Thrower ,D,0,1,0
52,Pittsburgh Penguins,Teodors Blugers (F),5,216,32,55,87,76,2012,https://www.eliteprospects.com/player/108347/teodors-blugers,Teodors Blugers ,F,1,0,0
53,Tampa Bay Lightning,Brian Hart (F),,,,,,,2012,https://www.eliteprospects.com/player/131064/brian-hart,Brian Hart ,F,1,0,0
54,Dallas Stars,Mike Winther (F),,,,,,,2012,https://www.eliteprospects.com/player/56825/mike-winther,Mike Winther ,F,1,0,0
55,San Jose Sharks,Chris Tierney (F),9,563,74,154,228,108,2012,https://www.eliteprospects.com/player/92677/chris-tierney,Chris Tierney ,F,1,0,0
56,St. Louis Blues,Sam Kurker (F),,,,,,,2012,https://www.eliteprospects.com/player/149169/sam-kurker,Sam Kurker ,F,1,0,0
57,Vancouver Canucks,Alexandre Mallet (F),,,,,,,2012,https://www.eliteprospects.com/player/37446/alexandre-mallet,Alexandre Mallet ,F,1,0,0
58,Phoenix Coyotes,Jordan Martinook (F),9,503,60,84,144,228,2012,https://www.eliteprospects.com/player/44271/jordan-martinook,Jordan Martinook ,F,1,0,0
59,New York Rangers,Boo Nieves (F),4,76,5,14,19,24,2012,https://www.eliteprospects.com/player/131061/boo-nieves,Boo Nieves ,F,1,0,0
60,New Jersey Devils,Damon Severson (D),9,592,53,183,236,362,2012,https://www.eliteprospects.com/player/55867/damon-severson,Damon Severson ,D,0,1,0
61,Dallas Stars,Devin Shore (F),8,397,49,79,128,67,2012,https://www.eliteprospects.com/player/149937/devin-shore,Devin Shore ,F,1,0,0
62,Columbus Blue Jackets,Joonas Korpisalo (G),8,193,-,-,-,-,2012,https://www.eliteprospects.com/player/44198/joonas-korpisalo,Joonas Korpisalo ,G,0,0,1
63,Edmonton Oilers,Jujhar Khaira (F),8,307,30,41,71,216,2012,https://www.eliteprospects.com/player/93577/jujhar-khaira,Jujhar Khaira ,F,1,0,0
64,Montréal Canadiens,Tim Bozon (F),,,,,,,2012,https://www.eliteprospects.com/player/48990/tim-bozon,Tim Bozon ,F,1,0,0
65,New York Islanders,Adam Pelech (D),8,408,22,92,114,162,2012,https://www.eliteprospects.com/player/89694/adam-pelech,Adam Pelech ,D,0,1,0
66,Nashville Predators,Jimmy Vesey (F),7,449,75,68,143,106,2012,https://www.eliteprospects.com/player/121865/jimmy-vesey,Jimmy Vesey ,F,1,0,0
67,St. Louis Blues,Mackenzie MacEachern (F),4,115,11,8,19,55,2012,https://www.eliteprospects.com/player/183505/mackenzie-maceachern,Mackenzie MacEachern ,F,1,0,0
68,Minnesota Wild,John Draeger (D),,,,,,,2012,https://www.eliteprospects.com/player/106297/john-draeger,John Draeger ,D,0,1,0
69,Carolina Hurricanes,Daniel Altshuller (G),1,0,-,-,-,-,2012,https://www.eliteprospects.com/player/78200/daniel-altshuller,Daniel Altshuller ,G,0,0,1
70,Winnipeg Jets,Scott Kosmachuk (F),1,8,0,3,3,2,2012,https://www.eliteprospects.com/player/91265/scott-kosmachuk,Scott Kosmachuk ,F,1,0,0
71,Tampa Bay Lightning,Tanner Richard (F),1,3,0,0,0,2,2012,https://www.eliteprospects.com/player/41755/tanner-richard,Tanner Richard ,F,1,0,0
72,Colorado Avalanche,Troy Bourke (F),,,,,,,2012,https://www.eliteprospects.com/player/51708/troy-bourke,Troy Bourke ,F,1,0,0
73,Buffalo Sabres,Justin Kea (F),,,,,,,2012,https://www.eliteprospects.com/player/83357/justin-kea,Justin Kea ,F,1,0,0
74,Dallas Stars,Esa Lindell (D),8,467,38,112,150,130,2012,https://www.eliteprospects.com/player/50019/esa-lindell,Esa Lindell ,D,0,1,0
75,Calgary Flames,Jon Gillies (G),4,32,-,-,-,-,2012,https://www.eliteprospects.com/player/86892/jon-gillies,Jon Gillies ,G,0,0,1
76,Ottawa Senators,Chris Driedger (G),7,65,-,-,-,-,2012,https://www.eliteprospects.com/player/59689/chris-driedger,Chris Driedger ,G,0,0,1
77,Washington Capitals,Chandler Stephenson (F),8,367,63,113,176,95,2012,https://www.eliteprospects.com/player/60726/chandler-stephenson,Chandler Stephenson ,F,1,0,0
78,Philadelphia Flyers,Shayne Gostisbehere (D),9,487,80,208,288,163,2012,https://www.eliteprospects.com/player/122787/shayne-gostisbehere,Shayne Gostisbehere ,D,0,1,0
79,Chicago Blackhawks,Chris Calnan (F),,,,,,,2012,https://www.eliteprospects.com/player/178940/chris-calnan,Chris Calnan ,F,1,0,0
80,Detroit Red Wings,Jake Paterson (G),,,,,,,2012,https://www.eliteprospects.com/player/82077/jake-paterson,Jake Paterson ,G,0,0,1
81,Pittsburgh Penguins,Oskar Sundqvist (F),8,307,44,62,106,131,2012,https://www.eliteprospects.com/player/41621/oskar-sundqvist,Oskar Sundqvist ,F,1,0,0
82,Ottawa Senators,Jarrod Maidens (F),,,,,,,2012,https://www.eliteprospects.com/player/92684/jarrod-maidens,Jarrod Maidens ,F,1,0,0
83,Pittsburgh Penguins,Matt Murray (G),8,255,-,-,-,-,2012,https://www.eliteprospects.com/player/91683/matt-murray,Matt Murray ,G,0,0,1
84,Florida Panthers,Steven Hodges (F),,,,,,,2012,https://www.eliteprospects.com/player/59554/steven-hodges,Steven Hodges ,F,1,0,0
85,Boston Bruins,Matt Grzelcyk (D),7,328,20,85,105,182,2012,https://www.eliteprospects.com/player/90350/matt-grzelcyk,Matt Grzelcyk ,D,0,1,0
86,St. Louis Blues,Colton Parayko (D),8,522,48,165,213,143,2012,https://www.eliteprospects.com/player/89411/colton-parayko,Colton Parayko ,D,0,1,0
87,Anaheim Ducks,Frederik Andersen (G),11,453,-,-,-,-,2012,https://www.eliteprospects.com/player/15205/frederik-andersen,Frederik Andersen ,G,0,0,1
88,Phoenix Coyotes,James Melindy (D),,,,,,,2012,https://www.eliteprospects.com/player/56053/james-melindy,James Melindy ,D,0,1,0
89,Nashville Predators,Brendan Leipsic (F),4,187,16,43,59,53,2012,https://www.eliteprospects.com/player/89181/brendan-leipsic,Brendan Leipsic ,F,1,0,0
90,New Jersey Devils,Ben Johnson (F),,,,,,,2012,https://www.eliteprospects.com/player/94248/ben-johnson,Ben Johnson ,F,1,0,0
91,Edmonton Oilers,Daniil Zharkov (F),,,,,,,2012,https://www.eliteprospects.com/player/103517/daniil-zharkov,Daniil Zharkov ,F,1,0,0
92,Pittsburgh Penguins,Matia Marcantuoni (F),,,,,,,2012,https://www.eliteprospects.com/player/76687/matia-marcantuoni,Matia Marcantuoni ,F,1,0,0
93,Edmonton Oilers,Erik Gustafsson (D),7,337,32,127,159,100,2012,https://www.eliteprospects.com/player/15372/erik-gustafsson,Erik Gustafsson ,D,0,1,0
94,Montréal Canadiens,Brady Vail (F),,,,,,,2012,https://www.eliteprospects.com/player/45975/brady-vail,Brady Vail ,F,1,0,0
95,Columbus Blue Jackets,Josh Anderson (F),9,412,108,72,180,338,2012,https://www.eliteprospects.com/player/95853/josh-anderson,Josh Anderson ,F,1,0,0
96,New Jersey Devils,Ben Thomson (F),1,3,0,0,0,4,2012,https://www.eliteprospects.com/player/44664/ben-thomson,Ben Thomson ,F,1,0,0
97,Anaheim Ducks,Kevin Roy (F),2,28,6,1,7,6,2012,https://www.eliteprospects.com/player/121841/kevin-roy,Kevin Roy ,F,1,0,0
98,Minnesota Wild,Adam Gilmour (F),,,,,,,2012,https://www.eliteprospects.com/player/190084/adam-gilmour,Adam Gilmour ,F,1,0,0
99,Carolina Hurricanes,Erik Jinesjö Karlsson (F),,,,,,,2012,https://www.eliteprospects.com/player/33395/erik-jinesjo-karlsson,Erik Jinesjö Karlsson ,F,1,0,0
100,Washington Capitals,Thomas Di Pauli (F),1,2,0,0,0,10,2012,https://www.eliteprospects.com/player/90344/thomas-di-pauli,Thomas Di Pauli ,F,1,0,0
101,Tampa Bay Lightning,Cédric Paquette (F),9,448,51,44,95,391,2012,https://www.eliteprospects.com/player/128521/cedric-paquette,Cédric Paquette ,F,1,0,0
102,Phoenix Coyotes,Rhett Holland (D),,,,,,,2012,https://www.eliteprospects.com/player/44972/rhett-holland,Rhett Holland ,D,0,1,0
103,New York Islanders,Loïc Leduc (D),,,,,,,2012,https://www.eliteprospects.com/player/88664/loic-leduc,Loïc Leduc ,D,0,1,0
104,Dallas Stars,Gemel Smith (F),6,91,12,13,25,58,2012,https://www.eliteprospects.com/player/122937/gemel-smith,Gemel Smith ,F,1,0,0
105,Calgary Flames,Brett Kulak (D),9,361,17,55,72,157,2012,https://www.eliteprospects.com/player/88617/brett-kulak,Brett Kulak ,D,0,1,0
106,Ottawa Senators,Timothy Boyle (D),,,,,,,2012,https://www.eliteprospects.com/player/177682/timothy-boyle,Timothy Boyle ,D,0,1,0
107,Washington Capitals,Austin Wuthrich (F),,,,,,,2012,https://www.eliteprospects.com/player/58561/austin-wuthrich,Austin Wuthrich ,F,1,0,0
108,Anaheim Ducks,Andrew O'Brien (D),,,,,,,2012,https://www.eliteprospects.com/player/76156/andrew-o-brien,Andrew O'Brien ,D,0,1,0
109,San Jose Sharks,Christophe Lalancette (F),,,,,,,2012,https://www.eliteprospects.com/player/88659/christophe-lalancette,Christophe Lalancette ,F,1,0,0
110,Detroit Red Wings,Andreas Athanasiou (F),8,403,111,94,205,168,2012,https://www.eliteprospects.com/player/86009/andreas-athanasiou,Andreas Athanasiou ,F,1,0,0
111,Philadelphia Flyers,Fredric Larsson (D),,,,,,,2012,https://www.eliteprospects.com/player/38937/fredric-larsson,Fredric Larsson ,D,0,1,0
112,Nashville Predators,Zach Stepan (F),,,,,,,2012,https://www.eliteprospects.com/player/94246/zach-stepan,Zach Stepan ,F,1,0,0
113,Pittsburgh Penguins,Sean Maguire (G),,,,,,,2012,https://www.eliteprospects.com/player/48896/sean-maguire,Sean Maguire ,G,0,0,1
114,Florida Panthers,Alexander Delnov (F),,,,,,,2012,https://www.eliteprospects.com/player/160093/alexander-delnov,Alexander Delnov ,F,1,0,0
115,Carolina Hurricanes,Trevor Carrick (D),4,7,0,0,0,12,2012,https://www.eliteprospects.com/player/69391/trevor-carrick,Trevor Carrick ,D,0,1,0
116,St. Louis Blues,Nick Walters (D),,,,,,,2012,https://www.eliteprospects.com/player/57161/nick-walters,Nick Walters ,D,0,1,0
117,Philadelphia Flyers,Taylor Leier (F),3,55,2,5,7,10,2012,https://www.eliteprospects.com/player/45615/taylor-leier,Taylor Leier ,F,1,0,0
118,Nashville Predators,Mikko Vainonen (D),,,,,,,2012,https://www.eliteprospects.com/player/43289/mikko-vainonen,Mikko Vainonen ,D,0,1,0
119,New York Rangers,Calle Andersson (D),,,,,,,2012,https://www.eliteprospects.com/player/30181/calle-andersson,Calle Andersson ,D,0,1,0
120,Carolina Hurricanes,Jaccob Slavin (D),8,534,37,178,215,74,2012,https://www.eliteprospects.com/player/97621/jaccob-slavin,Jaccob Slavin ,D,0,1,0
121,Los Angeles Kings,Nikolai Prokhorkin (F),1,43,4,10,14,6,2012,https://www.eliteprospects.com/player/93769/nikolai-prokhorkin,Nikolai Prokhorkin ,F,1,0,0
122,Montréal Canadiens,Charles Hudon (F),6,127,14,27,41,58,2012,https://www.eliteprospects.com/player/76324/charles-hudon,Charles Hudon ,F,1,0,0
123,Edmonton Oilers,Joey LaLeggia (D),,,,,,,2012,https://www.eliteprospects.com/player/46961/joey-laleggia,Joey LaLeggia ,D,0,1,0
124,Calgary Flames,Ryan Culkin (D),,,,,,,2012,https://www.eliteprospects.com/player/88706/ryan-culkin,Ryan Culkin ,D,0,1,0
125,New York Islanders,Doyle Somerby (D),,,,,,,2012,https://www.eliteprospects.com/player/177665/doyle-somerby,Doyle Somerby ,D,0,1,0
126,Toronto Maple Leafs,Dominic Toninato (F),6,168,12,18,30,73,2012,https://www.eliteprospects.com/player/122004/dominic-toninato,Dominic Toninato ,F,1,0,0
127,Anaheim Ducks,Brian Cooper (D),,,,,,,2012,https://www.eliteprospects.com/player/45698/brian-cooper,Brian Cooper ,D,0,1,0
128,Minnesota Wild,Daniel Gunnarsson (D),,,,,,,2012,https://www.eliteprospects.com/player/13319/daniel-gunnarsson,Daniel Gunnarsson ,D,0,1,0
129,Carolina Hurricanes,Brendan Woods (F),2,7,0,0,0,7,2012,https://www.eliteprospects.com/player/45678/brendan-woods,Brendan Woods ,F,1,0,0
130,Winnipeg Jets,Connor Hellebuyck (G),8,400,-,-,-,-,2012,https://www.eliteprospects.com/player/142796/connor-hellebuyck,Connor Hellebuyck ,G,0,0,1
131,Boston Bruins,Seth Griffith (F),5,80,8,11,19,24,2012,https://www.eliteprospects.com/player/45606/seth-griffith,Seth Griffith ,F,1,0,0
132,Colorado Avalanche,Michael Clarke (F),,,,,,,2012,https://www.eliteprospects.com/player/82516/michael-clarke,Michael Clarke ,F,1,0,0
133,Buffalo Sabres,Logan Nelson (F),,,,,,,2012,https://www.eliteprospects.com/player/90312/logan-nelson,Logan Nelson ,F,1,0,0
134,Dallas Stars,Branden Troock (F),,,,,,,2012,https://www.eliteprospects.com/player/51702/branden-troock,Branden Troock ,F,1,0,0
135,New Jersey Devils,Graham Black (F),,,,,,,2012,https://www.eliteprospects.com/player/65272/graham-black,Graham Black ,F,1,0,0
136,Ottawa Senators,Robert Baillargeon (F),,,,,,,2012,https://www.eliteprospects.com/player/122785/robert-baillargeon,Robert Baillargeon ,F,1,0,0
137,Washington Capitals,Connor Carrick (D),7,241,13,36,49,157,2012,https://www.eliteprospects.com/player/90348/connor-carrick,Connor Carrick ,D,0,1,0
